id;name;dev;adm;dip;mil;goods;trade_area;flag;country;religion;culture;cult_group;type;continent;large_region;region;area
2641;Tziccoac;3.0;1.0;1.0;1.0;Sugar;Mexico;;Totonac;Nahuatl;Totonac;Central American;Land;North America;Central America;Mexico;Veracruz
2642;Metztitlan;3.0;1.0;1.0;1.0;Grain;Mexico;;Totonac;Nahuatl;Totonac;Central American;Land;North America;Central America;Mexico;Gran Chichimeca
2643;Apatzingan;5.0;2.0;2.0;1.0;Grain;Mexico;;Tarascan;Nahuatl;Purepecha;Central American;Land;North America;Central America;Mexico;Michoacan
2644;Cholula;9.0;4.0;4.0;1.0;Sugar;Mexico;Cholula Temples;Tlaxcala;Nahuatl;Aztec;Central American;Land;North America;Central America;Mexico;Mexico
2645;Teloloapan;5.0;2.0;2.0;1.0;Gold;Mexico;;Tlapanec;Nahuatl;Tlapanec;Otomanguean;Land;North America;Central America;Mexico;Guerrero
2646;Coixtlahuacan;7.0;3.0;3.0;1.0;Dyes;Mexico;;Mixtec;Nahuatl;Mixtec;Otomanguean;Land;North America;Central America;Mexico;Oaxaca
2647;Cuetlaxtlan;5.0;2.0;2.0;1.0;Sugar;Mexico;Coastal Center of Trade;Totonac;Nahuatl;Totonac;Central American;Land;North America;Central America;Mexico;Veracruz
2648;Yopitzinco;7.0;3.0;3.0;1.0;Fish;Mexico;;Tlapanec;Nahuatl;Tlapanec;Otomanguean;Land;North America;Central America;Mexico;Guerrero
2649;Tehuantepec;5.0;2.0;2.0;1.0;Fish;Mexico;;Zapotec;Nahuatl;Zapotek;Otomanguean;Land;North America;Central America;Central America;Chiapas
2650;Champutun;7.0;3.0;3.0;1.0;Cocoa;Mexico;;Xiu;Mayan;Yucatec;Mayan;Land;North America;Central America;Central America;West Yucatan
2651;Ah Canul;7.0;3.0;3.0;1.0;Cocoa;Mexico;;Xiu;Mayan;Yucatec;Mayan;Land;North America;Central America;Central America;West Yucatan
2652;Ecab;7.0;3.0;3.0;1.0;Fish;Mexico;;Cocomes;Mayan;Yucatec;Mayan;Land;North America;Central America;Central America;East Yucatan
2653;Iximché;7.0;3.0;3.0;1.0;Gems;Mexico;;Kiche;Mayan;Highland Mayan;Mayan;Land;North America;Central America;Central America;Guatemala
2654;Baracoa;5.0;2.0;2.0;1.0;Unknown;Caribbean;;;Animist;Taino;Caribbean;Land;North America;Central America;Caribbeans;East Cuba
2655;Bayamo;6.0;2.0;3.0;1.0;Unknown;Caribbean;;;Animist;Taino;Caribbean;Land;North America;Central America;Caribbeans;East Cuba
2656;Camaguey;5.0;2.0;2.0;1.0;Unknown;Caribbean;;;Animist;Taino;Caribbean;Land;North America;Central America;Caribbeans;West Cuba
2657;Colima;9.0;4.0;4.0;1.0;Fish;Mexico;;Colima;Nahuatl;Tecos;Central American;Land;North America;Central America;Mexico;Jalisco
2658;Maguana;5.0;2.0;2.0;1.0;Unknown;Caribbean;;;Animist;Taino;Caribbean;Land;North America;Central America;Caribbeans;Hispaniola
2659;Magua;4.0;2.0;1.0;1.0;Unknown;Caribbean;;;Animist;Taino;Caribbean;Land;North America;Central America;Caribbeans;Hispaniola
2660;Managua;3.0;1.0;1.0;1.0;Unknown;Panama;;;Animist;Miskito;Chibchan;Land;North America;Central America;Central America;Nicaragua
2661;Uluas;3.0;1.0;1.0;1.0;Unknown;Panama;;;Animist;Miskito;Chibchan;Land;North America;Central America;Central America;Nicaragua
2662;Olancho;3.0;1.0;1.0;1.0;Unknown;Panama;;;Animist;Miskito;Chibchan;Land;North America;Central America;Central America;Honduras
2663;Nicoya;3.0;1.0;1.0;1.0;Unknown;Panama;;;Animist;Muisca;Chibchan;Land;North America;Central America;Central America;Nicaragua
2664;Veraguas;3.0;1.0;1.0;1.0;Unknown;Panama;;;Animist;Muisca;Chibchan;Land;North America;South America;Colombia;Panama
2665;Eyeish;4.0;1.0;2.0;1.0;Unknown;Rio Grande;;;Totemist;Caddo;Caddoan;Land;North America;Central America;Mexico;Texas
2666;Tuintsundé;3.0;1.0;1.0;1.0;Unknown;Rio Grande;;;Totemist;Navajo;Na-Déné;Land;North America;Central America;Mexico;Coahuila
2667;Cacaxtes;3.0;1.0;1.0;1.0;Unknown;Rio Grande;;;Totemist;Chichimecan;Central American;Land;North America;Central America;Mexico;Coahuila
2668;Borrado;3.0;1.0;1.0;1.0;Unknown;Rio Grande;;;Totemist;Chichimecan;Central American;Land;North America;Central America;Mexico;Tamaulipas
2669;Hasinai;3.0;1.0;1.0;1.0;Unknown;Rio Grande;;;Totemist;Caddo;Caddoan;Land;North America;Central America;Mexico;Texas
2670;Tkaronto;5.0;2.0;2.0;1.0;Tobacco;Ohio;;Huron;Totemist;Huron;Iroquoian;Land;North America;North America;Canada;Upper Canada
2671;Missisage;4.0;1.0;2.0;1.0;Unknown;Ohio;;;Totemist;Huron;Iroquoian;Land;North America;North America;Canada;Huronia
2672;Kitkehaki;3.0;1.0;1.0;1.0;Unknown;Mississippi River;;;Totemist;Pawnee;Caddoan;Land;North America;North America;Great Plains;Central Plains
2673;Pasai;15.0;6.0;6.0;3.0;Spices;Malacca;Coastal Center of Trade;Pasai;Sunni;Sumatran;Malay;Land;Asia;East Indies;Malaya;Aceh
2674;Peureulak;11.0;4.0;4.0;3.0;Spices;Malacca;;Pasai;Sunni;Sumatran;Malay;Land;Asia;East Indies;Malaya;Batak
2675;Rokan;8.0;3.0;3.0;2.0;Fish;Malacca;;Pasai;Sunni;Sumatran;Malay;Land;Asia;East Indies;Malaya;Riau
2676;Indragiri;7.0;2.0;2.0;3.0;Copper;Malacca;;Siak;Sunni;Sumatran;Malay;Land;Asia;East Indies;Malaya;Riau
2677;Jambi;9.0;3.0;3.0;3.0;Incense;Malacca;;Siak;Sunni;Sumatran;Malay;Land;Asia;East Indies;Malaya;Riau
2678;Bangka;7.0;3.0;3.0;1.0;Unknown;Malacca;;;Sunni;Sumatran;Malay;Land;Asia;East Indies;Malaya;Lampung
2679;Belitung;7.0;3.0;3.0;1.0;Unknown;Malacca;;;Sunni;Sumatran;Malay;Land;Asia;East Indies;Indonesia;Indonesian Islands
2680;Muko-Muko;6.0;2.0;2.0;2.0;Grain;Malacca;;Pagarruyung;Theravada;Sumatran;Malay;Land;Asia;East Indies;Malaya;Minangkabau
2681;Pagarruyung;9.0;3.0;3.0;3.0;Gold;Malacca;;Pagarruyung;Theravada;Sumatran;Malay;Land;Asia;East Indies;Malaya;Minangkabau
2682;Pariaman;6.0;2.0;2.0;2.0;Grain;Malacca;;Pagarruyung;Sunni;Sumatran;Malay;Land;Asia;East Indies;Malaya;Minangkabau
2683;Mentawai;3.0;1.0;1.0;1.0;;Malacca;;;Sunni;Sumatran;Malay;Land;Asia;East Indies;Indonesia;Indonesian Islands
2684;Nias;3.0;1.0;1.0;1.0;Unknown;Malacca;;;Sunni;Sumatran;Malay;Land;Asia;East Indies;Indonesia;Indonesian Islands
2685;Gayo;7.0;3.0;3.0;1.0;Tropical Wood;Malacca;;Pasai;Sunni;Sumatran;Malay;Land;Asia;East Indies;Malaya;Aceh
2686;Bintan;7.0;3.0;3.0;1.0;Naval supplies;Malacca;;Malacca;Sunni;Malayan;Malay;Land;Asia;East Indies;Malaya;Malaya
2687;Pakuan;8.0;3.0;3.0;2.0;Spices;The Moluccas;;Sunda;Hindu;Javanese;Malay;Land;Asia;East Indies;Indonesia;West Java
2688;Cirebon;11.0;4.0;4.0;3.0;Spices;The Moluccas;;Sunda;Hindu;Javanese;Malay;Land;Asia;East Indies;Indonesia;West Java
2689;Kendal;6.0;2.0;2.0;2.0;Naval supplies;The Moluccas;;Majapahit;Hindu;Javanese;Malay;Land;Asia;East Indies;Indonesia;Central Java
2690;Pajang;6.0;2.0;2.0;2.0;Grain;The Moluccas;;Majapahit;Hindu;Javanese;Malay;Land;Asia;East Indies;Indonesia;Central Java
2691;Kediri;6.0;2.0;2.0;2.0;Fish;The Moluccas;;Majapahit;Hindu;Javanese;Malay;Land;Asia;East Indies;Indonesia;East Java
2692;Madura;3.0;1.0;1.0;1.0;Tropical Wood;The Moluccas;;Majapahit;Hindu;Javanese;Malay;Land;Asia;East Indies;Indonesia;East Java
2693;Lombok;6.0;2.0;2.0;2.0;Unknown;The Moluccas;;;Animist;Papuan;Pacific;Land;Asia;East Indies;Indonesia;Lesser Sunda Islands
2694;Gangneung;3.0;1.0;1.0;1.0;Fish;Nippon;;Korea;Confucian;Korean;Korean;Land;Asia;Far East;Korea;Eastern Korea
2695;East Timor;9.0;3.0;3.0;3.0;Unknown;The Moluccas;;;Animist;Papuan;Pacific;Land;Asia;East Indies;Moluccas;Timor
2696;Yamdena;9.0;3.0;3.0;3.0;Unknown;The Moluccas;;;Animist;Moluccan;Pacific;Land;Asia;East Indies;Moluccas;Moluccas
2697;Tondo;12.0;5.0;5.0;2.0;Unknown;Philippines;;;Animist;Filipino;Malay;Land;Asia;East Indies;Moluccas;Luzon
2698;Pangasinan;6.0;2.0;2.0;2.0;Unknown;Philippines;;;Animist;Filipino;Malay;Land;Asia;East Indies;Moluccas;Luzon
2699;Bikol;6.0;2.0;2.0;2.0;Unknown;Philippines;;;Animist;Filipino;Malay;Land;Asia;East Indies;Moluccas;Great Moluccas
2700;Panay;5.0;2.0;2.0;1.0;Unknown;Philippines;;;Animist;Filipino;Malay;Land;Asia;East Indies;Moluccas;Great Moluccas
2701;Tagloc;6.0;2.0;2.0;2.0;Unknown;Philippines;;;Animist;Filipino;Malay;Land;Asia;East Indies;Moluccas;Mindanao
2702;Butuan;6.0;2.0;2.0;2.0;Unknown;Philippines;;;Animist;Filipino;Malay;Land;Asia;East Indies;Moluccas;Mindanao
2703;Lehad Datu;8.0;3.0;3.0;2.0;Spices;Malacca;;Brunei;Sunni;Bornean;Malay;Land;Asia;East Indies;Indonesia;Brunei
2704;Sibu;13.0;5.0;5.0;3.0;Spices;Malacca;;Brunei;Sunni;Bornean;Malay;Land;Asia;East Indies;Indonesia;Brunei
2705;Kuching;8.0;3.0;3.0;2.0;Gems;Malacca;;Brunei;Sunni;Bornean;Malay;Land;Asia;East Indies;Indonesia;Brunei
2706;Katapang;6.0;2.0;2.0;2.0;Unknown;Malacca;;;Sunni;Bornean;Malay;Land;Asia;East Indies;Indonesia;Kalimantan
2707;Barito;9.0;3.0;3.0;3.0;Unknown;Malacca;;;Hindu;Bornean;Malay;Land;Asia;East Indies;Indonesia;Kalimantan
2708;Sampit;5.0;2.0;2.0;1.0;Unknown;Malacca;;;Hindu;Bornean;Malay;Land;Asia;East Indies;Indonesia;Kalimantan
2709;Tarakan;6.0;2.0;2.0;2.0;Fish;Malacca;;Kutai;Hindu;Bornean;Malay;Land;Asia;East Indies;Indonesia;Kutai
2710;Berau;6.0;2.0;2.0;2.0;Fish;Malacca;;Kutai;Hindu;Bornean;Malay;Land;Asia;East Indies;Indonesia;Kutai
2711;Bulungan;7.0;2.0;2.0;3.0;Tropical Wood;Malacca;;Kutai;Hindu;Bornean;Malay;Land;Asia;East Indies;Indonesia;Kutai
2712;Samarinda;8.0;3.0;3.0;2.0;Spices;Malacca;;Kutai;Hindu;Bornean;Malay;Land;Asia;East Indies;Indonesia;Kutai
2713;Gorontalo;5.0;2.0;2.0;1.0;Unknown;The Moluccas;;;Animist;Sulawesi;Malay;Land;Asia;East Indies;Moluccas;North Sulawesi
2714;Palu;8.0;3.0;3.0;2.0;Unknown;The Moluccas;;;Animist;Sulawesi;Malay;Land;Asia;East Indies;Moluccas;North Sulawesi
2715;Palopo;9.0;3.0;3.0;3.0;Spices;The Moluccas;;Luwu;Animist;Sulawesi;Malay;Land;Asia;East Indies;Moluccas;South Sulawesi
2716;Buton;8.0;3.0;3.0;2.0;Spices;The Moluccas;;Buton;Animist;Sulawesi;Malay;Land;Asia;East Indies;Moluccas;South Sulawesi
2717;Sula;5.0;2.0;2.0;1.0;Unknown;The Moluccas;;;Animist;Moluccan;Pacific;Land;Asia;East Indies;Moluccas;Moluccas
2718;Fak-Fak;3.0;1.0;1.0;1.0;Unknown;The Moluccas;;;Animist;Papuan;Pacific;Land;Oceania;East Indies;Moluccas;Vogelkop Peninsula
2719;Madang;3.0;1.0;1.0;1.0;Unknown;Australia;;;Animist;Papuan;Pacific;Land;Oceania;East Indies;Moluccas;Papuan Peninsula
2720;Lae;3.0;1.0;1.0;1.0;Unknown;Australia;;;Animist;Papuan;Pacific;Land;Oceania;East Indies;Moluccas;Papuan Peninsula
2721;Kerema;3.0;1.0;1.0;1.0;Unknown;Australia;;;Animist;Papuan;Pacific;Land;Oceania;East Indies;Moluccas;Papuan Peninsula
2722;Daru;3.0;1.0;1.0;1.0;Unknown;Australia;;;Animist;Papuan;Pacific;Land;Oceania;East Indies;Moluccas;Papuan Peninsula
2723;Yos Sudarso;3.0;1.0;1.0;1.0;Unknown;The Moluccas;;;Animist;Papuan;Pacific;Land;Oceania;East Indies;Moluccas;Vogelkop Peninsula
2724;Asmat;3.0;1.0;1.0;1.0;Unknown;The Moluccas;;;Animist;Papuan;Pacific;Land;Oceania;East Indies;Moluccas;Vogelkop Peninsula
2725;Aru;3.0;1.0;1.0;1.0;Unknown;The Moluccas;;;Animist;Moluccan;Pacific;Land;Asia;East Indies;Moluccas;Moluccas
2726;Malgana;5.0;2.0;2.0;1.0;Unknown;Australia;;;Animist;Aboriginal;Pacific;Land;Oceania;Oceania;Australia;Western Australia
2727;Minang;6.0;2.0;2.0;2.0;Unknown;Australia;;;Animist;Aboriginal;Pacific;Land;Oceania;Oceania;Australia;Western Australia
2728;Tiwi;5.0;2.0;2.0;1.0;Unknown;Australia;;;Animist;Aboriginal;Pacific;Land;Oceania;Oceania;Australia;Top End
2729;Yolngu;5.0;2.0;2.0;1.0;Unknown;Australia;;;Animist;Aboriginal;Pacific;Land;Oceania;Oceania;Australia;Top End
2730;Awngthim;5.0;2.0;2.0;1.0;Unknown;Australia;;;Animist;Aboriginal;Pacific;Land;Oceania;Oceania;Australia;Northern Australia
2731;Guugu Yimithirr;5.0;2.0;2.0;1.0;Unknown;Australia;;;Animist;Aboriginal;Pacific;Land;Oceania;Oceania;Australia;Northern Australia
2732;Wulgurukaba;5.0;2.0;2.0;1.0;Unknown;Australia;;;Animist;Aboriginal;Pacific;Land;Oceania;Oceania;Australia;Northern Australia
2733;Baiali;8.0;3.0;3.0;2.0;Unknown;Australia;;;Animist;Aboriginal;Pacific;Land;Oceania;Oceania;Australia;Eastern Australia
2734;Yuin;8.0;3.0;3.0;2.0;Unknown;Australia;;;Animist;Aboriginal;Pacific;Land;Oceania;Oceania;Australia;Southern Australia
2735;Gunditjmara;5.0;2.0;2.0;1.0;Unknown;Australia;;;Animist;Aboriginal;Pacific;Land;Oceania;Oceania;Australia;Murray River
2736;Nukunu;7.0;3.0;3.0;1.0;Unknown;Australia;;;Animist;Aboriginal;Pacific;Land;Oceania;Oceania;Australia;Murray River
2737;Ahuriri;8.0;3.0;3.0;2.0;Unknown;Australia;;;Animist;Polynesian;Malay;Land;Oceania;Oceania;Oceania;Te Ika a Maui
2738;Waitaha;8.0;3.0;3.0;2.0;Unknown;Australia;;;Animist;Polynesian;Malay;Land;Oceania;Oceania;Oceania;Te Waipounamu
2739;Kirikiriroa;9.0;3.0;3.0;3.0;Unknown;Australia;;;Animist;Polynesian;Malay;Land;Oceania;Oceania;Oceania;Te Ika a Maui
2740;Borneo;;;;;;Malacca;;;;;;Wasteland;Asia;;;
2741;Jeju;3.0;1.0;1.0;1.0;Fish;Nippon;;Korea;Confucian;Korean;Korean;Land;Asia;Far East;Korea;Southern Korea
2742;Yukjin;3.0;1.0;1.0;1.0;Naval supplies;Nippon;;Korea;Confucian;Korean;Korean;Land;Asia;Far East;Korea;Hamgyeong
2743;Gyeongseong;3.0;1.0;1.0;1.0;Fur;Nippon;;Korea;Confucian;Korean;Korean;Land;Asia;Far East;Korea;Hamgyeong
2744;Nyeongbyeon;6.0;2.0;2.0;2.0;Naval supplies;Nippon;;Korea;Confucian;Korean;Korean;Land;Asia;Far East;Korea;Pyongan
2745;Gyeongju;12.0;5.0;5.0;2.0;Tea;Nippon;Coastal Center of Trade;Korea;Confucian;Korean;Korean;Land;Asia;Far East;Korea;Eastern Korea
2746;Vidin;7.0;3.0;3.0;1.0;Grain;Constantinople;;Ottomans;Orthodox;Bulgarian;South Slavic;Land;Europe;Eastern Europe;Balkans;Bulgaria
2747;Khara Narin Ula;3.0;1.0;1.0;1.0;Livestock;Beijing;;Mongolia;Vajrayana;Mongol;Altaic;Land;Asia;Tartary;Mongolia;Inner Mongolia
2748;Jianchang;6.0;2.0;2.0;2.0;Grain;Chengdu;;Ming;Animist;Yi;Burman;Land;Asia;China;Xinan;Chuannan
2749;Tikhvin;11.0;4.0;5.0;2.0;Iron;Novgorod;;Novgorod;Orthodox;Novgorodian;East Slavic;Land;Europe;Eastern Europe;Russia;Novgorod
2750;Plovdiv;10.0;4.0;4.0;2.0;Grain;Constantinople;;Ottomans;Orthodox;Bulgarian;South Slavic;Land;Europe;Eastern Europe;Balkans;Bulgaria
2751;Cuenca;11.0;4.0;4.0;3.0;Cloth;Sevilla;;Castile;Catholic;Castilian;Iberian;Land;Europe;Western Europe;Iberia;Toledo
2752;Romsdal;3.0;1.0;1.0;1.0;Fish;North Sea;;Norway;Catholic;Norwegian;Nordic;Land;Europe;Western Europe;Scandinavia;Vestlandet
2753;Narbonne;13.0;5.0;5.0;3.0;Wine;Genoa;;France;Catholic;Occitan;French;Land;Europe;Western Europe;France;Languedoc
2754;La Mancha;9.0;3.0;3.0;3.0;Gold;Sevilla;;Castile;Catholic;Castilian;Iberian;Land;Europe;Western Europe;Iberia;Toledo
2755;Soria;5.0;2.0;2.0;1.0;Wool;Sevilla;;Castile;Catholic;Castilian;Iberian;Land;Europe;Western Europe;Iberia;Castille
2756;Welayta;6.0;2.0;2.0;2.0;Coffee;Ethiopia;;Welayta;Fetishist;Sidamo;Cushitic;Land;Africa;Africa;Horn of Africa;Hadiya
2757;Kaffa;11.0;4.0;3.0;4.0;Gold;Ethiopia;;Kaffa;Coptic;Sidamo;Cushitic;Land;Africa;Africa;Horn of Africa;Kaffa
2758;Illubabor;7.0;2.0;3.0;2.0;Slaves;Ethiopia;;Ennarea;Coptic;Sidamo;Cushitic;Land;Africa;Africa;Horn of Africa;Kaffa
2759;Gambela;3.0;1.0;1.0;1.0;Slaves;Ethiopia;;Kaffa;Fetishist;Sidamo;Cushitic;Land;Africa;Africa;Horn of Africa;Kaffa
2760;Hadiya;8.0;3.0;3.0;2.0;Grain;Ethiopia;;Hadiya;Sunni;Sidamo;Cushitic;Land;Africa;Africa;Horn of Africa;Hadiya
2761;Arsi;4.0;1.0;1.0;2.0;Coffee;Ethiopia;;Hadiya;Sunni;Amhara;Cushitic;Land;Africa;Africa;Horn of Africa;Shewa
2762;Damot;7.0;2.0;3.0;2.0;Gold;Ethiopia;;Damot;Coptic;Amhara;Cushitic;Land;Africa;Africa;Horn of Africa;Damot
2763;Asosa;6.0;2.0;2.0;2.0;Slaves;Ethiopia;;Damot;Coptic;Amhara;Cushitic;Land;Africa;Africa;Horn of Africa;Damot
2764;Ausa;3.0;1.0;1.0;1.0;Livestock;Gulf of Aden;;Adal;Sunni;Afar;Cushitic;Land;Africa;Africa;Horn of Africa;Aussa
2765;Assab;3.0;1.0;1.0;1.0;Livestock;Gulf of Aden;;Adal;Sunni;Afar;Cushitic;Land;Africa;Africa;Horn of Africa;Aussa
2766;Mendefera;6.0;2.0;2.0;2.0;Grain;Ethiopia;;Medri Bahri;Coptic;Tigray;Cushitic;Land;Africa;Africa;Horn of Africa;Tigray
2767;Enderta;4.0;1.0;1.0;2.0;Copper;Ethiopia;;Ethiopia;Coptic;Tigray;Cushitic;Land;Africa;Africa;Horn of Africa;Tigray
2768;Angot;3.0;1.0;1.0;1.0;Livestock;Gulf of Aden;;Ethiopia;Sunni;Afar;Cushitic;Land;Africa;Africa;Horn of Africa;Aussa
2769;Lasta;6.0;2.0;2.0;2.0;Grain;Ethiopia;;Ethiopia;Coptic;Amhara;Cushitic;Land;Africa;Africa;Horn of Africa;Central Ethiopia
2770;Agew;5.0;2.0;2.0;1.0;Grain;Ethiopia;;Ethiopia;Coptic;Amhara;Cushitic;Land;Africa;Africa;Horn of Africa;Damot
2771;Semien;4.0;1.0;1.0;2.0;Grain;Ethiopia;;Ethiopia;Jewish;Amhara;Cushitic;Land;Africa;Africa;Horn of Africa;Tigray
2772;Dembiya;6.0;2.0;2.0;2.0;Cotton;Ethiopia;;Ethiopia;Jewish;Amhara;Cushitic;Land;Africa;Africa;Horn of Africa;Central Ethiopia
2773;Mora;3.0;1.0;1.0;1.0;Coffee;Gulf of Aden;;Adal;Sunni;Harari;Cushitic;Land;Africa;Africa;Horn of Africa;Ifat
2774;Kismayo;6.0;2.0;2.0;2.0;Fish;Zanzibar;;Ajuuraan;Sunni;Somali;Cushitic;Land;Africa;Africa;East Africa;Northern Swahili Coast
2775;Merca;5.0;2.0;2.0;1.0;Naval supplies;Gulf of Aden;;Ajuuraan;Sunni;Somali;Cushitic;Land;Africa;Africa;Horn of Africa;Mogadishu
2776;Afgooye;3.0;1.0;1.0;1.0;Grain;Ethiopia;;Ajuuraan;Sunni;Somali;Cushitic;Land;Africa;Africa;Horn of Africa;Ajuuraan
2777;Bardera;3.0;1.0;1.0;1.0;Grain;Ethiopia;;Ajuuraan;Sunni;Somali;Cushitic;Land;Africa;Africa;East Africa;Jubba
2778;Werder;3.0;1.0;1.0;1.0;Slaves;Ethiopia;;Marehan;Sunni;Somali;Cushitic;Land;Africa;Africa;Horn of Africa;Ogaden
2779;Afder;3.0;1.0;1.0;1.0;Unknown;Ethiopia;;;Sunni;Somali;Cushitic;Land;Africa;Africa;Horn of Africa;Ogaden
2780;Beledweyne;3.0;1.0;1.0;1.0;Livestock;Ethiopia;;Ajuuraan;Sunni;Somali;Cushitic;Land;Africa;Africa;Horn of Africa;Ajuuraan
2781;Gedo;3.0;1.0;1.0;1.0;Grain;Ethiopia;;Ajuuraan;Sunni;Somali;Cushitic;Land;Africa;Africa;Horn of Africa;Ajuuraan
2782;Warsheikh;5.0;2.0;2.0;1.0;Livestock;Gulf of Aden;;Mogadishu;Sunni;Somali;Cushitic;Land;Africa;Africa;Horn of Africa;Mogadishu
2783;Hobyo;3.0;1.0;1.0;1.0;Grain;Gulf of Aden;;Ajuuraan;Sunni;Somali;Cushitic;Land;Africa;Africa;Horn of Africa;Majeerteen
2784;Galkayo;3.0;1.0;1.0;1.0;Livestock;Gulf of Aden;;Marehan;Sunni;Somali;Cushitic;Land;Africa;Africa;Horn of Africa;Majeerteen
2785;El Buur;3.0;1.0;1.0;1.0;Iron;Ethiopia;;Ajuuraan;Sunni;Somali;Cushitic;Land;Africa;Africa;Horn of Africa;Ajuuraan
2786;Bosaso;8.0;3.0;3.0;2.0;Incense;Gulf of Aden;;Warsangali;Sunni;Somali;Cushitic;Land;Africa;Africa;Horn of Africa;Somaliland
2787;Hamasien;6.0;2.0;2.0;2.0;Grain;Gulf of Aden;;Medri Bahri;Coptic;Tigray;Cushitic;Land;Africa;Africa;Horn of Africa;Red Sea Coast
2788;Hafun;5.0;2.0;2.0;1.0;Incense;Gulf of Aden;;Marehan;Sunni;Somali;Cushitic;Land;Africa;Africa;Horn of Africa;Majeerteen
2789;Las Khorey;5.0;2.0;2.0;1.0;Incense;Gulf of Aden;;Warsangali;Sunni;Somali;Cushitic;Land;Africa;Africa;Horn of Africa;Somaliland
2790;Sanaag;4.0;1.0;1.0;2.0;Incense;Gulf of Aden;;Warsangali;Sunni;Somali;Cushitic;Land;Africa;Africa;Horn of Africa;Somaliland
2791;Ankober;3.0;1.0;1.0;1.0;Grain;Ethiopia;;Ethiopia;Sunni;Amhara;Cushitic;Land;Africa;Africa;Horn of Africa;Shewa
2792;Togdheer;3.0;1.0;1.0;1.0;Slaves;Gulf of Aden;;Warsangali;Sunni;Somali;Cushitic;Land;Africa;Africa;Horn of Africa;Somaliland
2793;Hargeisa;6.0;2.0;2.0;2.0;Slaves;Gulf of Aden;;Adal;Sunni;Somali;Cushitic;Land;Africa;Africa;Horn of Africa;Ifat
2794;Barawa;5.0;2.0;2.0;1.0;Livestock;Gulf of Aden;;Ajuuraan;Sunni;Somali;Cushitic;Land;Africa;Africa;Horn of Africa;Mogadishu
2795;Meregh;5.0;2.0;2.0;1.0;Livestock;Gulf of Aden;;Ajuuraan;Sunni;Somali;Cushitic;Land;Africa;Africa;Horn of Africa;Mogadishu
2796;Pate;8.0;3.0;3.0;2.0;Cloth;Zanzibar;;Pate;Sunni;Swahili;East Bantu;Land;Africa;Africa;East Africa;Northern Swahili Coast
2797;Shendy;4.0;1.0;1.0;2.0;Grain;Ethiopia;;Dongola;Sunni;Nubian;Sudanese;Land;Africa;Africa;Horn of Africa;Upper Nubia
2798;Soba;7.0;3.0;2.0;2.0;Grain;Ethiopia;Inland Center of Trade;Alodia;Coptic;Nubian;Sudanese;Land;Africa;Africa;Horn of Africa;Upper Nubia
2799;Sennar;4.0;1.0;1.0;2.0;Livestock;Ethiopia;;Alodia;Coptic;Nubian;Sudanese;Land;Africa;Africa;Horn of Africa;Sennar
2800;Kosti;3.0;1.0;1.0;1.0;Unknown;Ethiopia;;;Fetishist;Nubian;Sudanese;Land;Africa;Africa;Sahel;Kurdufan
2801;Medwa;3.0;1.0;1.0;1.0;Unknown;Ethiopia;;;Fetishist;Nubian;Sudanese;Land;Africa;Africa;Sahel;Central Sahara
2802;Kobbe;3.0;1.0;1.0;1.0;Unknown;Ethiopia;;;Fetishist;Nubian;Sudanese;Land;Africa;Africa;Sahel;Central Sahara
2803;Orinoco Delta;4.0;2.0;1.0;1.0;Unknown;Amazonas;;;Animist;Carib;Caribbean;Land;South America;South America;Colombia;Guyana
2804;Guasipati;3.0;1.0;1.0;1.0;Unknown;Amazonas;;;Animist;Carib;Caribbean;Land;South America;South America;Colombia;Upper Guyana
2805;Uyapari;3.0;1.0;1.0;1.0;Coffee;Caribbean;;Carib;Animist;Carib;Caribbean;Land;South America;South America;Colombia;Eastern Llanos
2806;Guajira;3.0;1.0;1.0;1.0;Unknown;Panama;;;Animist;Lokono;Caribbean;Land;South America;South America;Colombia;Coquivacoa
2807;Altagracia;7.0;3.0;3.0;1.0;Unknown;Caribbean;;;Animist;Carib;Caribbean;Land;South America;South America;Colombia;Maracaibo
2808;Coro;3.0;1.0;1.0;1.0;Unknown;Caribbean;;;Animist;Lokono;Caribbean;Land;South America;South America;Colombia;Venezuela
2809;Llanos;4.0;1.0;2.0;1.0;Unknown;Caribbean;;;Animist;Lokono;Caribbean;Land;South America;South America;Colombia;Eastern Llanos
2810;Apure;3.0;1.0;1.0;1.0;Unknown;Caribbean;;;Animist;Lokono;Caribbean;Land;South America;South America;Colombia;Eastern Llanos
2811;Atabapo;3.0;1.0;1.0;1.0;Unknown;Amazonas;;;Animist;Lokono;Caribbean;Land;South America;South America;Colombia;Upper Guyana
2812;Pore;3.0;1.0;1.0;1.0;Unknown;Panama;;;Animist;Carib;Caribbean;Land;South America;South America;Colombia;Western Llanos
2813;Merida;6.0;2.0;3.0;1.0;Unknown;Caribbean;;;Animist;Carib;Caribbean;Land;South America;South America;Colombia;Maracaibo
2814;Meta;3.0;1.0;1.0;1.0;Unknown;Panama;;;Animist;Carib;Caribbean;Land;South America;South America;Colombia;Western Llanos
2815;Puerto Carreno;3.0;1.0;1.0;1.0;Unknown;Panama;;;Animist;Lokono;Caribbean;Land;South America;South America;Colombia;Western Llanos
2816;Guaviare;3.0;1.0;1.0;1.0;Unknown;Panama;;;Animist;Lokono;Caribbean;Land;South America;South America;Colombia;Popayan
